"","Name","Address","ZIP","Type"
"851","SUMMER CREEK H S","14000 WECKFORD BLVD HOUSTON TX 77004","77004","High School"
"852","HUMBLE COMMUNITY LEARNING CENTER","18901 TIMBER FOREST DR HUMBLE TX 77346","77346","Elementary-High School"
"853","H S #7","20200 EASTWAY VILLAGE DR HUMBLE TX 77338","77338","High School"
"854","HUMBLE MIDDLE","11207 WILL CLAYTON HUMBLE TX 77346","77346","Middle School"
"855","KINGWOOD MIDDLE","2407 PINE TERRACE KINGWOOD TX 77339","77339","Middle School"
"856","CREEKWOOD MIDDLE","3603 W LAKE HOUSTON PKWY KINGWOOD TX 77339","77339","Middle School"
"857","ATASCOCITA MIDDLE","18810 W LAKE HOUSTON PKWY HUMBLE TX 77346","77346","Middle School"
"858","RIVERWOOD MIDDLE","2910 HIGH VALLEY DR KINGWOOD TX 77345","77345","Middle School"
"859","TIMBERWOOD MIDDLE","18450 TIMBER FOREST DR HUMBLE TX 77346","77346","Middle School"
"860","ROSS STERLING MIDDLE","1131 WILSON RD HUMBLE TX 77338","77338","Middle School"
"861","WOODCREEK MIDDLE","14600 WOODSON PARK DR HOUSTON TX 77044","77044","Middle School"
"862","WEST LAKE MIDDLE","11810 MADERA RUN PKWY HUMBLE TX 77346","77346","Middle School"
"863","AUTUMN RIDGE MIDDLE","15337 WOODLAND HILLS DR HUMBLE TX 77396","77396","Middle School"
"864","HUMBLE EL","20252 FIELDTREE DR HUMBLE TX 77338","77338","Elementary School"
"865","LAKELAND EL","1101 RUSTIC TIMBERS DR HUMBLE TX 77338","77338","Elementary School"
"866","NORTH BEND EL","15630 OLD HUMBLE RD HUMBLE TX 77396","77396","Elementary School"
"867","FOSTER EL","1800 TRAILWOOD VILLAGE DR KINGWOOD TX 77339","77339","Elementary School"
"868","WOODLAND HILLS EL","2222 TREE LN KINGWOOD TX 77339","77339","Elementary School"
"869","BEAR BRANCH EL","3500 GARDEN LK KINGWOOD TX 77339","77339","Elementary School"
"870","ELM GROVE EL","2815 CLEAR RDG DR KINGWOOD TX 77339","77339","Elementary School"
"871","OAKS EL","5858 UPPER LK DR HUMBLE TX 77346","77346","Elementary School"
"872","GREENTREE EL","3502 BROOKSHADOW DR KINGWOOD TX 77345","77345","Elementary School"
"873","TIMBERS EL","6910 LONESOME WOODS TRL HUMBLE TX 77346","77346","Elementary School"
"874","PINEFOREST EL","19702 W LK HOUSTON PKY HUMBLE TX 77346","77346","Elementary School"
"875","DEERWOOD EL","2920 FOREST GARDEN DR KINGWOOD TX 77345","77345","Elementary School"
"876","WILLOW CREEK EL","2002 WILLOW TER KINGWOOD TX 77345","77345","Elementary School"
"877","HIDDEN HOLLOW EL","4104 APPALACHIAN TRL KINGWOOD TX 77345","77345","Elementary School"
"878","WHISPERING PINES EL","17321 WOODLAND HILLS DR HUMBLE TX 77346","77346","Elementary School"
"879","SHADOW FOREST EL","2300 MILLS BRANCH DR KINGWOOD TX 77345","77345","Elementary School"
"880","JACK M FIELDS SR EL","2505 S HOUSTON AVE HUMBLE TX 77396","77396","Elementary School"
"881","OAK FOREST EL","6400 KINGWOOD GLEN HUMBLE TX 77346","77346","Elementary School"
"882","MAPLEBROOK EL","7935 FARMINGHAM RD HUMBLE TX 77346","77346","Elementary School"
"883","SUMMERWOOD EL","14000 SUMMERWOOD LAKES DR HOUSTON TX 77044","77044","Elementary School"
"884","EAGLE SPRINGS EL","12500 WILL CLAYTON PKWY HUMBLE TX 77346","77346","Elementary School"
"885","PARK LAKES EL","4400 WILSON RD HUMBLE TX 77396","77396","Elementary School"
"886","RIVER PINES EL","2400 COLD RIVER DR HUMBLE TX 77338","77338","Elementary School"
"887","FALL CREEK EL","14435 MESA RD HUMBLE TX 77396","77396","Elementary School"
"888","LAKESHORE EL","13333 BREAKWATER PATH LN HOUSTON TX 77044","77044","Elementary School"
"889","ATASCOCITA SPRINGS EL","13515 VALLEY LODGE PKWY HUMBLE TX 77346","77346","Elementary School"
"890","RIDGE CREEK EL","15201 WOODLAND HILLS DR HUMBLE TX 77396","77396","Elementary School"
"891","GROVES EL","11902 MADERA RUN PKWY HUMBLE TX 77346","77346","Elementary School"
"892","CENTENNIAL EL","15130 TIMBER FOREST DR HOUSTON TX 77044","77044","Elementary School"
"893","AUTUMN CREEK EL","14910 WOODLAND DAWN HUMBLE TX 77338","77338","Elementary School"
"894","EL #31","20200 EASTWAY VILLAGE DR HUMBLE TX 77338","77338","Elementary School"
"895","HIGHPOINT EAST","8003 E SAM HOUSTON PKWY N HOUSTON TX 77049","77049","Middle-High School"
"896","EARLY LEARNING WING","18901 TIMBERFOREST DR HUMBLE TX 77346","77346","Early Education"
"897","KATY H S","6331 HWY BLVD KATY TX 77494","77494","High School"
"898","TAYLOR H S","20700 KINGSLAND BLVD KATY TX 77450","77450","High School"
"899","OPPORT AWARENESS CTR","1732 KATYLAND DR KATY TX 77493","77493","Middle-High School"
"900","ARTHUR MILLER CAREER CENTER","1734 KATYLAND DR KATY TX 77493","77493","High School"
"901","MAYDE CREEK H S","19202 GROSCHKE RD HOUSTON TX 77084","77084","High School"
"902","CINCO RANCH H S","23440 CINCO RANCH BLVD KATY TX 77494","77494","High School"
"903","MORTON RANCH H S","21000 FRANZ RD KATY TX 77449","77449","High School"
"904","SEVEN LAKES H S","9251 S FRY RD KATY TX 77494","77494","High School"
"905","TOMPKINS H S","4400 FALCON LANDING BLVD KATY TX 77494","77494","High School"
"906","PAETOW H S","23111 STOCKDICK SCHOOL RD KATY TX 77493","77493","High School"
"907","JORDAN H S","27500 FULSHEAR BEND DR KATY TX 77494","77494","High School"
"908","FREEMAN H S","6301 S STADIUM LN KATY TX 77494","77494","High School"
"909","KATY J H","5350 FRANZ RD KATY TX 77493","77493","Middle School"
"910","WEST MEMORIAL J H","22311 PROVINCIAL BLVD KATY TX 77450","77450","Middle School"
"911","MAYDE CREEK J H","2700 GREENHOUSE RD HOUSTON TX 77084","77084","Middle School"
"912","MEMORIAL PARKWAY J H","21203 HIGHLAND KNOLLS KATY TX 77450","77450","Middle School"
"913","T H MCDONALD J H","3635 LAKES OF BRIDGEWATER DR KATY TX 77449","77449","Middle School"
"914","RODGER & ELLEN BECK J H","5200 S FRY RD KATY TX 77450","77450","Middle School"
"915","GARLAND MCMEANS J H","21001 WESTHEIMER PKWY KATY TX 77450","77450","Middle School"
"916","CINCO RANCH J H","23420 CINCO RANCH BLVD KATY TX 77494","77494","Middle School"
"917","MORTON RANCH J H","2498 N MASON RD KATY TX 77449","77449","Middle School"
"918","BECKENDORFF J H","8200 FRY RD KATY TX 77494","77494","Middle School"
"919","CARDIFF J H","3900 DAYFLORWER DR KATY TX 77449","77449","Middle School"
"920","WOODCREEK J H","1801 WOOD CREEK BEND LN KATY TX 77494","77494","Middle School"
"921","SEVEN LAKES J H","6026 KATY GASTON RD KATY TX 77494","77494","Middle School"
"922","TAYS J H","26721 HAWKS PRAIRIE BLVD KATY TX 77494","77494","Middle School"
"923","STOCKDICK J H","4777 PEEK RD KATY TX 77449","77449","Middle School"
"924","HASKETT J H","25737 CLAY RD KATY TX 77493","77493","Middle School"
"925","NEW JH #18","6301 S STADIUM LN KATY TX 77494","77494","Middle School"
"926","MAURICE L WOLFE EL","502 ADDICKS-HOWELL RD HOUSTON TX 77079","77079","Elementary School"
"927","KATY EL","5726 GEORGE BUSH AVE KATY TX 77493","77493","Elementary School"
"928","WEST MEMORIAL EL","22605 PROVINCIAL BLVD KATY TX 77450","77450","Elementary School"
"929","MEMORIAL PARKWAY EL","21603 PARK TREE LN KATY TX 77450","77450","Elementary School"
"930","ZELMA HUTSELL EL","5360 FRANZ RD KATY TX 77493","77493","Elementary School"
"931","BEAR CREEK EL","4815 HICKORY DOWNS DR HOUSTON TX 77084","77084","Elementary School"
"932","CIMARRON EL","1100 S PEEK RD KATY TX 77494","77494","Elementary School"
"933","DIANE WINBORN EL","22555 PRINCE GEORGE KATY TX 77449","77449","Elementary School"
"934","NOTTINGHAM COUNTRY EL","20500 KINGSLAND BLVD KATY TX 77450","77450","Elementary School"
"935","SUNDOWN EL","20100 SAUMS RD KATY TX 77449","77449","Elementary School"
"936","MAYDE CREEK EL","2698 GREENHOUSE RD HOUSTON TX 77084","77084","Elementary School"
"937","HAZEL S PATTISON EL","19910 STONELODGE KATY TX 77450","77450","Elementary School"
"938","LORAINE T GOLBOW EL","3535 LAKES OF BRIDGEWATER DR KATY TX 77449","77449","Elementary School"
"939","EDNA MAE FIELDER EL","2100 GREENWAY VILLAGE DR KATY TX 77494","77494","Elementary School"
"940","JEANETTE HAYES EL","21203 PARK TIMBERS KATY TX 77450","77450","Elementary School"
"941","MCROBERTS EL","3535 N FRY RD KATY TX 77449","77449","Elementary School"
"942","ROOSEVELT ALEXANDER EL","6161 S FRY RD KATY TX 77494","77494","Elementary School"
"943","JAMES E WILLIAMS EL","3900 S PEEK RD KATY TX 77450","77450","Elementary School"
"944","SUE CREECH EL","5905 S MASON RD KATY TX 77450","77450","Elementary School"
"945","ROBERT KING EL","1901 CHARLTON HOUSE LN KATY TX 77493","77493","Elementary School"
"946","JEAN & BETTY SCHMALZ EL","18605 GREEN LAND WAY HOUSTON TX 77084","77084","Elementary School"
"947","ODESSA KILPATRICK EL","26100 CINCO RANCH BLVD KATY TX 77494","77494","Elementary School"
"948","ROBERTA WRIGHT RYLANDER EL","24831 WESTHEIMER PKWY KATY TX 77494","77494","Elementary School"
"949","JOELLA EXLEY EL","21800 WESTHEIMER PKWY KATY TX 77494","77494","Elementary School"
"950","JACK & SHARON RHOADS EL","19711 CLAY RD KATY TX 77449","77449","Elementary School"
"951","FRANZ EL","2751 N WESTGREEN BLVD KATY TX 77449","77449","Elementary School"
"952","GRIFFIN EL","7800 S FRY RD KATY TX 77494","77494","Elementary School"
"953","URSULA STEPHENS EL","2715 FRY RD KATY TX 77494","77494","Elementary School"
"954","WOODCREEK EL","1155 WOODCREEK BEND LN KATY TX 77494","77494","Elementary School"
"955","MORTON RANCH EL","2502 MASON RD KATY TX 77449","77449","Elementary School"
"956","BONNIE HOLLAND EL","23720 SEVEN MEADOW PKWY KATY TX 77449","77449","Elementary School"
"957","STANLEY C STANLEY EL","26633 CINCO TERRACE DR KATY TX 77494","77494","Elementary School"
"958","TOM WILSON EL","5200 FALCON LANDING BLVD KATY TX 77494","77494","Elementary School"
"959","RAY AND JAMIE WOLMAN EL","28727 N FIRETHORNE RD KATY TX 77494","77494","Elementary School"
"960","PROJECT TYKE","6361 S STADIUM LN KATY TX 77494","77494","Early Education"
"961","FRED AND PATTI SHAFER EL","5150 RANCH POINT DR KATY TX 77494","77494","Elementary School"
"962","KEIKO DAVIDSON EL","26906 PINE MILL RANCH DR KATY TX 77494","77494","Elementary School"
"963","JENKS EL","27602 WESTRIDGE CREEK LN KATY TX 77494","77494","Elementary School"
"964","BETHKE EL","4535 E VENTANA PKWY KATY TX 77493","77493","Elementary School"
"965","LEONARD EL","2602 WINCHESTER RANCH TRAIL KATY TX 77493","77493","Elementary School"
"966","MCELWAIN EL","6631 GREENWOOD ORCHARD DR KATY TX 77493","77493","Elementary School"
"967","ROBERTSON EL","7400 INNOVATION DR KATY TX 77493","77493","Elementary School"
"968","DAVID & TERRI YOUNGBLOOD EL","25600 LONGENBAUGH RD KATY TX 77493","77493","Elementary School"
"969","RUSSELL & CINDI FALDYN EL","25615 CLAY RD KATY TX 77449","77449","Elementary School"
"970","NEW EL #47","6301 S STADIUM LN KATY TX 77494","77494","Elementary School"
"971","NEW EL #48","6301 S STADIUM LN KATY TX 77494","77494","Elementary School"
"972","KLEIN H S","16715 STUEBNER-AIRLINE RD KLEIN TX 77379","77379","High School"
"973","KLEIN FOREST H S","11400 MISTY VALLEY DR KLEIN TX 77066","77066","High School"
"974","KLEIN COLLINS H S","20811 ELLA BLVD KLEIN TX 77388","77388","High School"
"975","KLEIN CAIN H S","10201 SPRING CYPRESS RD KLEIN TX 77070","77070","High School"
"976","KLEIN THERAPEUTIC AND READINESS CENTER","4411 LOUETTA RD KLEIN TX 77388","77388","K-12 School"
"977","VISTAS H S","12550 BAMMEL N HOUSTON KLEIN TX 77066","77066","High School"
"978","HARRIS CO JJAEP","7200 SPRING-CYPRESS RD KLEIN TX 77379","77379","Middle-High School"
"979","K E KAUFMAN ALTERNATIVE EDUCATION CENTER","7302 KLEINGREEN LN KLEIN TX 77379","77379","K-12 School"
"980","KLEIN SEMS","7200 SPRING-CYPRESS RD KLEIN TX 77379","77379","K-12 School"
"981","KLEIN INT","4710 W MOUNT HOUSTON KLEIN TX 77088","77088","Middle School"
"982","WUNDERLICH INT","11800 MISTY VLY KLEIN TX 77066","77066","Middle School"
"983","STRACK INT","18027-S KUYKENDAHL RD KLEIN TX 77379","77379","Middle School"
"984","KLEB INT","7425 LOUETTA RD KLEIN TX 77379","77379","Middle School"
"985","DOERRE INT","18218 THEISS MAIL RD KLEIN TX 77379","77379","Middle School"
"986","SCHINDEWOLF INT","20903 ELLA BLVD KLEIN TX 77388","77388","Middle School"
"987","KRIMMEL INTERMED","7070 FM 2920 KLEIN TX 77379","77379","Middle School"
"988","ULRICH INT","10103 SPRING CYPRESS RD KLEIN TX 77070","77070","Middle School"
"989","KOHRVILLE EL","11600 WOODLAND SHORE DR KLEIN TX 77375","77375","Elementary School"
"990","NORTHAMPTON EL","7072 FM 2920 KLEIN TX 77379","77379","Elementary School"
"991","HAUDE EL","3111 LOUETTA KLEIN TX 77388","77388","Elementary School"
"992","GREENWOOD FOREST EL","12100 MISTY VLY KLEIN TX 77066","77066","Elementary School"
"993","EPPS ISLAND EL","7403 SMILING WOOD LN KLEIN TX 77086","77086","Elementary School"
"994","THEISS EL","17510 THEISS MAIL RD KLEIN TX 77379","77379","Elementary School"
"995","BENFER EL","18027B KUYKENDAHL RD KLEIN TX 77379","77379","Elementary School"
"996","KAISER EL","13430 BAMMEL-N HOUSTON RD KLEIN TX 77066","77066","Elementary School"
"997","BRILL EL","9102 HERTS RD KLEIN TX 77379","77379","Elementary School"
"998","EHRHARDT EL","6603 ROSEBROOK LN KLEIN TX 77379","77379","Elementary School"
"999","LEMM EL","19034 JOANLEIGH DR KLEIN TX 77388","77388","Elementary School"
"1000","NITSCH EL","4702 W MOUNT HOUSTON KLEIN TX 77088","77088","Elementary School"
"1001","KRAHN EL","9502 EDAY KLEIN TX 77379","77379","Elementary School"
"1002","ROTH EL","21623 CASTLEMONT KLEIN TX 77388","77388","Elementary School"
"1003","KUEHNLE EL","5510 WINDING RDG DR KLEIN TX 77379","77379","Elementary School"
"1004","MITTELSTADT EL","7525 KLEINGREEN LN KLEIN TX 77379","77379","Elementary School"
"1005","KLENK EL","6111 BOURGEOIS RD KLEIN TX 77066","77066","Elementary School"
"1006","EILAND EL","6700 N KLEIN CIR DR KLEIN TX 77088","77088","Elementary School"
"1007","SCHULTZ EL","7920 WILLOW FOREST KLEIN TX 77375","77375","Elementary School"
"1008","HASSLER EL","9325 LOCHLEA RDG DR KLEIN TX 77379","77379","Elementary School"
"1009","KREINHOP EL","21010 ELLA BLVD KLEIN TX 77388","77388","Elementary School"
"1010","MCDOUGLE EL","10410 KANSACK LN KLEIN TX 77086","77086","Elementary School"
"1011","BENIGNUS EL","7225 ALVIN A KLEIN DR KLEIN TX 77379","77379","Elementary School"
"1012","FRANK EL","9225 CRESCENT CLOVER DR KLEIN TX 77379","77379","Elementary School"
"1013","MUELLER EL","7074 FM 2920 KLEIN TX 77379","77379","Elementary School"
"1014","BLACKSHEAR EL","11211 LACEY RD KLEIN TX 77375","77375","Elementary School"
"1015","BERNSHAUSEN EL","11116 MAHAFFEY KLEIN TX 77375","77375","Elementary School"
"1016","THE GRACE ENGLAND EARLY CHILDHOOD/PRE-K CENTER","7535 PRAIRIE OAK DR KLEIN TX 77086","77086","Early Education"
"1017","MAHAFFEY EL","10255 MAHAFFEY RD KLEIN TX 77375","77375","Elementary School"
"1018","LA PORTE H S","301 E FAIRMONT PKWY LA PORTE TX 77571","77571","High School"
"1019","THE ACADEMY OF VIOLA DEWALT H S","401 N 2ND ST LA PORTE TX 77571","77571","High School"
"1020","HIGHPOINT - DAEP","1002 SAN JACINTO ST LA PORTE TX 77571","77571","Middle-High School"
"1021","JJAEP DISCIPLINARY SCHOOL","1002 SAN JACINTO ST LA PORTE TX 77571","77571","Middle-High School"
"1022","LA PORTE J H","401 S BROADWAY LA PORTE TX 77571","77571","Middle School"
"1023","JAMES H BAKER SIXTH GRADE CAMPUS","9800 SPENCER HWY LA PORTE TX 77571","77571","Middle School"
"1024","LOMAX J H","9801 N AVE L LA PORTE TX 77571","77571","Middle School"
"1025","JENNIE REID EL","10001 W FAIRMONT PKWY LA PORTE TX 77571","77571","Elementary School"
"1026","HERITAGE EL","4301 E BLVD DEER PARK TX 77536","77536","Elementary School"
"1027","LA PORTE EL","725 S BROADWAY LA PORTE TX 77571","77571","Elementary School"
"1028","BAYSHORE EL","800 MCCABLE RD LA PORTE TX 77571","77571","Elementary School"
"1029","COLLEGE PARK EL","4315 LUELLA DEER PARK TX 77536","77536","Elementary School"
"1030","LOMAX EL","10615 N AVNEUE L LA PORTE TX 77571","77571","Elementary School"
"1031","LEO A RIZZUTO EL","3201 N FARRINGTON BLVD LA PORTE TX 77571","77571","Elementary School"
"1032","PASADENA H S","206 S SHAVER PASADENA TX 77506","77506","High School"
"1033","DOBIE H S","10220 BLACKHAWK HOUSTON TX 77089","77089","High School"
"1034","TEGELER CAREER CENTER","4949 BURKE RD PASADENA TX 77504","77504","Middle-High School"
"1035","EXCEL ACADEMY (JJAEP)","2525 MURWORTH #100 HOUSTON TX 77054","77054","Middle-High School"
"1036","PASADENA MEMORIAL H S","4410 CRENSHAW PASADENA TX 77504","77504","High School"
"1037","THE SUMMIT (HIGH SCHOOL)","1838 E SAM HOUSTON PKWY S PASADENA TX 77503","77503","High School"
"1038","DR KIRK LEWIS CAREER AND TECHNICAL H S","1348 GENOA RED BLUFF HOUSTON TX 77034","77034","High School"
"1039","BEVERLY HILLS INT","11111 BEAMER HOUSTON TX 77089","77089","Middle School"
"1040","JACKSON INT","1020 E THOMAS PASADENA TX 77506","77506","Middle School"
"1041","QUEENS INT","1452 QUEENS ST PASADENA TX 77017","77017","Middle School"
"1042","SAN JACINTO INT","3600 RED BLUFF PASADENA TX 77503","77503","Middle School"
"1043","MILLER INT","1002 FAIRMONT PKWY PASADENA TX 77504","77504","Middle School"
"1044","THOMPSON INT","8750 HUGHES RD HOUSTON TX 77089","77089","Middle School"
"1045","THE SUMMIT (INTERMEDIATE)","1838 E SAM HOUSTON PKWY S PASADENA TX 77503","77503","Elementary-Middle School"
"1046","FREEMAN EL","2323 THETA ST HOUSTON TX 77034","77034","Elementary School"
"1047","GARDENS EL","1107 HARRIS AVE PASADENA TX 77506","77506","Elementary School"
"1048","GARFIELD EL","10301 HARTSOOK ST HOUSTON TX 77034","77034","Elementary School"
"1049","GENOA EL","12900 ALMEDA GENOA RD HOUSTON TX 77034","77034","Elementary School"
"1050","GOLDEN ACRES EL","5232 SYCAMORE AVE PASADENA TX 77503","77503","Elementary School"
"1051","JESSUP EL","9301 ALMEDA GENOA RD HOUSTON TX 77075","77075","Elementary School"
"1052","KRUSE EL","400 PARK LN PASADENA TX 77506","77506","Elementary School"
"1053","MEADOR EL","10701 SEAFORD DR HOUSTON TX 77089","77089","Elementary School"
"1054","PARKS EL","3302 SAN AUGUSTINE AVE PASADENA TX 77503","77503","Elementary School"
"1055","POMEROY EL","920 BURKE RD PASADENA TX 77506","77506","Elementary School"
"1056","RED BLUFF EL","416 BEARLE ST PASADENA TX 77506","77506","Elementary School"
"1057","RICHEY EL","610 S RICHEY ST PASADENA TX 77506","77506","Elementary School"
"1058","MCMASTERS EL","1011 BENNETT DR PASADENA TX 77503","77503","Elementary School"
"1059","STUCHBERY EL","11210 HUGHES RD HOUSTON TX 77089","77089","Elementary School"
"1060","ATKINSON EL","9602 KINGSPOINT RD HOUSTON TX 77075","77075","Elementary School"
"1061","JENSEN EL","3514 TULIP ST PASADENA TX 77504","77504","Elementary School"
"1062","BURNETT EL","11825 TEANECK DR HOUSTON TX 77089","77089","Elementary School"
"1063","FRAZIER EL","10503 HUGHES RD HOUSTON TX 77089","77089","Elementary School"
"1064","TEAGUE EL","4200 CRENSHAW RD PASADENA TX 77504","77504","Elementary School"
"1065","MOORE EL","8880 S BLUFF HOUSTON TX 77089","77089","Elementary School"
"1066","YOUNG EL","4221 FOX MEADOW LN PASADENA TX 77504","77504","Elementary School"
"1067","MORALES EL","305 W HARRIS AVE PASADENA TX 77506","77506","Elementary School"
"1068","MORRIS MIDDLE","10415 FUQUA ST HOUSTON TX 77089","77089","Elementary-Middle School"
"1069","DE ZAVALA MIDDLE","101 E JACKSON AVE PASADENA TX 77506","77506","Elementary-Middle School"
"1070","LAURA WELCH BUSH EL","9100 BLACKHAWK BLVD HOUSTON TX 77075","77075","Elementary School"
"1071","SOUTH BELT EL","1801 RIVERSTONE RANCH RD HOUSTON TX 77089","77089","Elementary School"
"1072","CARTER LOMAX MIDDLE","1519 GENOA RED BLUFF RD PASADENA TX 77504","77504","Elementary-Middle School"
"1073","MELILLO MIDDLE","9220 HUGHES RD HOUSTON TX 77089","77089","Elementary-Middle School"
"1074","EARNESTEEN MILSTEAD MIDDLE","338 GILPIN ST HOUSTON TX 77034","77034","Elementary-Middle School"
"1075","RICK SCHNEIDER MIDDLE","8420 EASTHAVEN BLVD HOUSTON TX 77075","77075","Elementary-Middle School"
"1076","KELLER MIDDLE","1711 MAGNOLIA ST PASADENA TX 77503","77503","Elementary-Middle School"
"1077","MARSHALL KENDRICK MIDDLE","3001WATTERS RD PASADENA TX 77504","77504","Elementary-Middle School"
"1078","NELDA SULLIVAN MIDDLE","1112 QUEENS RD PASADENA TX 77075","77075","Elementary-Middle School"
"1079","FRED ROBERTS MIDDLE","13402 CONKLIN LN HOUSTON TX 77034","77034","Elementary-Middle School"
"1080","THOMAS HANCOCK EL","9604 MINNESOTA ST HOUSTON TX 77075","77075","Elementary School"
"1081","SPRING H S","19428 INTERSTATE 45 N SPRING TX 77373","77373","High School"
"1082","WESTFIELD H S","16713 ELLA BLVD HOUSTON TX 77090","77090","High School"
"1083","ANDY DEKANEY H S","22351 IMPERIAL VLY DR HOUSTON TX 77073","77073","High School"
"1084","SCHOOL FOR ACCELERATED LRN","1310 PRAIRIE STE 1080 HOUSTON TX 77002","77002","Middle-High School"
"1085","CARL WUNSCHE SR H S","900 WUNSCHE LOOP SPRING TX 77373","77373","High School"
"1086","MOMENTUM H S","14450 TC JESTER BLVD HOUSTON TX 77014","77014","Middle-High School"
"1087","SPRING EARLY COLLEGE ACADEMY","2700 WW THORNE DR HOUSTON TX 77073","77073","High School"
"1088","RICHEY ACADEMY","341 E RICHEY RD BLDG A HOUSTON TX 77073","77073","Middle-High School"
"1089","EDWIN M WELLS MIDDLE","4033 GLADERIDGE DR HOUSTON TX 77068","77068","Middle School"
"1090","DUEITT MIDDLE","1 EAGLE CROSSING SPRING TX 77373","77373","Middle School"
"1091","TWIN CREEKS MIDDLE","27100 CYPRESSWOOD DR SPRING TX 77373","77373","Middle School"
"1092","BAMMEL MIDDLE","16711 ELLA BLVD HOUSTON TX 77090","77090","Middle School"
"1093","STELLE CLAUGHTON MIDDLE","3000 SPEARS RD HOUSTON TX 77067","77067","Middle School"
"1094","RICKEY C BAILEY MIDDLE","3377 JAMES C LEO DR SPRING TX 77373","77373","Middle School"
"1095","EDWARD ROBERSON MIDDLE","12430 VETERANS MEMORIAL DR HOUSTON TX 77014","77014","Middle School"
"1096","SPRINGWOODS VILLAGE MIDDLE","1120 CROSSGATE BLVD HOUSTON TX 77373","77373","Middle School"
"1097","SPRING LEADERSHIP ACADEMY","12625 RIVER LAUREL DR HOUSTON TX 77014","77014","Middle School"
"1098","BAMMEL EL","17309 RED OAK DR HOUSTON TX 77090","77090","Elementary School"
"1099","PONDEROSA EL","17202 BUTTE CREEK RD HOUSTON TX 77090","77090","Elementary School"
"1100","JOHN WINSHIP EL","2175 SPRING CREEK DR SPRING TX 77373","77373","Elementary School"
"1101","PAT REYNOLDS EL","3975 GLADERIDGE DR HOUSTON TX 77068","77068","Elementary School"
"1102","MEYER EL","16330 FOREST WAY DR HOUSTON TX 77090","77090","Elementary School"
"1103","MILDRED JENKINS EL","4615 REYNALDO DR SPRING TX 77373","77373","Elementary School"
"1104","PEARL M HIRSCH EL","2633 TRAILING VINE RD SPRING TX 77373","77373","Elementary School"
"1105","ANDERSON EL","6218 LYNNGATE DR SPRING TX 77373","77373","Elementary School"
"1106","JOAN LINK EL","2815 RIDGE HOLLOW DR HOUSTON TX 77067","77067","Elementary School"
"1107","SMITH EL","26000 CYPRESSWOOD DR SPRING TX 77373","77373","Elementary School"
"1108","BENEKE EL","3840 BRIARCHASE DR HOUSTON TX 77014","77014","Elementary School"
"1109","DELORAS E THOMPSON EL","12470 WALTERS RD HOUSTON TX 77014","77014","Elementary School"
"1110","HERITAGE EL","12255 T C JESTER BLVD HOUSTON TX 77067","77067","Elementary School"
"1111","CLARK EL","1825 RUSHWORTH DR HOUSTON TX 77014","77014","Elementary School"
"1112","SALYERS EL","25705 HARDY ST SPRING TX 77373","77373","Elementary School"
"1113","CHET BURCHETT EL","3366 JAMES LEO DR SPRING TX 77373","77373","Elementary School"
"1114","MILTON COOPER EL","18665 IMPERIAL VLY DR HOUSTON TX 77073","77073","Elementary School"
"1115","GINGER MCNABB EL","743 E CYPRESSWOOD DR SPRING TX 77373","77373","Elementary School"
"1116","NORTHGATE EL","23437 NORTHGATE CROSSING BLVD HOUSTON TX 77373","77373","Elementary School"
"1117","DONNA LEWIS EL","3230 SPEARS RD HOUSTON TX 77067","77067","Elementary School"
"1118","CAROLEE BOOKER EL","22352 IMPERIAL VALLEY DR HOUSTON TX 77373","77373","Elementary School"
"1119","HOYLAND EL","2200 WITTERSHAW DR HOUSTON TX 77090","77090","Elementary School"
"1120","RALPH EICKENROHT EL","15252 GRAND POINT DR HOUSTON TX 77090","77090","Elementary School"
"1121","HELEN MAJOR EL","16855 SUGAR PINE DR HOUSTON TX 77090","77090","Elementary School"
"1122","GLORIA MARSHALL EL","24505 BIRNAMWOOD DR SPRING TX 77373","77373","Elementary School"
"1123","THE SCHOOL FOR INTERNATIONAL STUDIES AT BAMMEL","16711 ELLA BLVD HOUSTON TX 77090","77090","Elementary School"
"1124","MEMORIAL H S","935 ECHO LN HOUSTON TX 77024","77024","High School"
"1125","SPRING WOODS H S","2045 GESSNER HOUSTON TX 77080","77080","High School"
"1126","NORTHBROOK H S","#1 RAIDER CIR HOUSTON TX 77080","77080","High School"
"1127","STRATFORD H S","14555 FERN ST HOUSTON TX 77079","77079","High School"
"1128","HAROLD D GUTHRIE CENTER FOR EXCELLENCE","10660 HAMMERLY BLVD HOUSTON TX 77043","77043","High School"
"1129","HARRIS CO J J A E P","955 CAMPBELL RD HOUSTON TX 77024","77024","Middle-High School"
"1130","DISCIPLINE ALTERNATIVE EDUCATION PROGRAM","9000 WESTVIEW HOUSTON TX 77055","77055","Elementary-High School"
"1131","WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES","901 YORKCHESTER HOUSTON TX 77079","77079","Middle-High School"
"1132","ACADEMY OF CHOICE","9016 WESTVIEW DR HOUSTON TX 77055","77055","Middle-High School"
"1133","SPRING BRANCH ACADEMIC INSTITUTE","14400 FERN HOUSTON TX 77079","77079","Elementary-High School"
"1134","SCIENCE CTR","8856 WESTVIEW HOUSTON TX 77055","77055","K-12 School"
"1135","LANDRUM MIDDLE","2200 RIDGECREST HOUSTON TX 77055","77055","Elementary-Middle School"
