Name,Description,all_houston_zips,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,pop_2020,aland_acre,awater_acre,total_area,total_area_acre
<at><openparen>77401<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77401</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77401</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77401</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77401</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>9430648</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>1966</td> </tr></table></center>",77401,9430648,1966,"17219",2330.28119594762,0.485791944650358,9432614,2330.76698789227
<at><openparen>77429<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77429</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77429</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77429</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77429</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>97877454</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>1006331</td> </tr></table></center>",77429,97877454,1006331,"94176",24185.1875463306,248.660983444527,98883785,24433.8485297751
<at><openparen>77433<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77433</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77433</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77433</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77433</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>152723447</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2053943</td> </tr></table></center>",77433,152723447,2053943,"106663",37737.4467506795,507.522362243637,154777390,38244.9691129232
<at><openparen>77449<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77449</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77449</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77449</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77449</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>70032095</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>314065</td> </tr></table></center>",77449,70032095,314065,"128180",17304.6936001977,77.604398319743,70346160,17382.2979985174
<at><openparen>77450<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77450</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77450</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77450</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77450</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>50961773</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>940731</td> </tr></table></center>",77450,50961773,940731,"72977",12592.4815913022,232.451445515196,51902504,12824.9330368174
<at><openparen>77477<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77477</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77477</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77477</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77477</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>26432178</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>132766</td> </tr></table></center>",77477,26432178,132766,"35520",6531.30170496664,32.8060291574005,26564944,6564.10773412404
<at><openparen>77489<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77489</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77489</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77489</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77489</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>29260255</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>465352</td> </tr></table></center>",77489,29260255,465352,"37257",7230.10995799358,114.986903879417,29725607,7345.09686187299
<at><openparen>77493<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77493</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77493</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77493</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77493</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>160027073</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>1277155</td> </tr></table></center>",77493,160027073,1277155,"51774",39542.1480108723,315.580677044724,161304228,39857.728687917
<at><openparen>77494<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77494</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77494</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77494</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77494</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>98120733</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>597638</td> </tr></table></center>",77494,98120733,597638,"130872",24245.3009636768,147.674326661725,98718371,24392.9752903385
<at><openparen>77503<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77503</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77503</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77503</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77503</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>16423197</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>117404</td> </tr></table></center>",77503,16423197,117404,"24956",4058.11638250556,29.0101309612058,16540601,4087.12651346677
<at><openparen>77504<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77504</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77504</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77504</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77504</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>14474294</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>93537</td> </tr></table></center>",77504,14474294,93537,"25728",3576.54904867803,23.112676056338,14567831,3599.66172473437
<at><openparen>77506<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77506</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77506</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77506</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77506</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>29300910</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>2893897</td> </tr></table></center>",77506,29300910,2893897,"34431",7240.15567086731,715.072152211515,32194807,7955.22782307882
<at><openparen>77520<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77520</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77520</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77520</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77520</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>54471901</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>30906634</td> </tr></table></center>",77520,54471901,30906634,"38587",13459.822337534,7636.92463553249,85378535,21096.7469730665
<at><openparen>77530<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77530</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77530</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77530</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77530</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>35759331</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>9391969</td> </tr></table></center>",77530,35759331,9391969,"35319",8836.00963676798,2320.72374598468,45151300,11156.7333827527
<at><openparen>77532<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77532</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77532</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77532</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77532</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>213762126</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>11772667</td> </tr></table></center>",77532,213762126,11772667,"34679",52819.8977020015,2908.98616258957,225534793,55728.8838645911
<at><openparen>77536<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77536</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77536</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77536</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77536</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>25439629</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>99820</td> </tr></table></center>",77536,25439629,99820,"33693",6286.04620706696,24.665184086978,25539449,6310.71139115394
<at><openparen>77545<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77545</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77545</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77545</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77545</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>38032590</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>359699</td> </tr></table></center>",77545,38032590,359699,"26563",9397.72424017791,88.8804052384482,38392289,9486.60464541636
<at><openparen>77546<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77546</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77546</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77546</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77546</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>70413853</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>415989</td> </tr></table></center>",77546,70413853,415989,"54670",17399.0247096615,102.789473684211,70829842,17501.8141833457
<at><openparen>77547<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77547</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77547</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77547</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77547</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>9980098</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>429724</td> </tr></table></center>",77547,9980098,429724,"9627",2466.0484309365,106.183345688164,10409822,2572.23177662466
<at><openparen>77571<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77571</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77571</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77571</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77571</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>96013300</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>16556130</td> </tr></table></center>",77571,96013300,16556130,"37018",23724.5614035088,4090.96367679763,112569430,27815.5250803064
<at><openparen>77598<closeparen>,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ZCTA5CE20</th> <td>77598</td> </tr><tr bgcolor=""""> <th>AFFGEOID20</th> <td>860Z200US77598</td> </tr><tr bgcolor=""#E3E3F3""> <th>GEOID20</th> <td>77598</td> </tr><tr bgcolor=""""> <th>NAME20</th> <td>77598</td> </tr><tr bgcolor=""#E3E3F3""> <th>LSAD20</th> <td>Z5</td> </tr><tr bgcolor=""""> <th>ALAND20</th> <td>31697940</td> </tr><tr bgcolor=""#E3E3F3""> <th>AWATER20</th> <td>452707</td> </tr></table></center>",77598,31697940,452707,"25620",7832.45366938473,111.86236718557,32150647,7944.3160365703
